,Address,location
2707,N Hampton Ave NYC,
2708,S Verona St NYC,
2709,E S Elliott Pl NYC,
2710,503 Myrtle Ave NYC,
2711,773 Park Ave NYC,
2712,S Putnam Ave NYC,
2714,4020 69th St NYC,
2715,37-26 27th St NYC,
2716,214 Sullivan St NYC,
2717,81 Greenwich Ave NYC,
2718,S Wanamaker Pl NYC,
2720,431 5th Ave NYC,
2721,161 E 79th St NYC,
2722,114 W 116th St NYC,
2723,54 W 130th St NYC,
2724,2038 Blackrock Ave NYC,
2725,1162 Manor Ave NYC,
2726,2750 Fenton Ave NYC,
2727,421 Brighton 5th St NYC,
2728,294 Kings Hwy NYC,
2729,6720 5th Ave NYC,
2730,N Marlborough Rd NYC,
2731,96 Lincoln Pl NYC,
2732,375 Knickerbocker Ave NYC,
2733,173 Greenpoint Ave NYC,
2734,89-71 163rd St NYC,
2735,16419 Hillside Ave NYC,
2736,96 Elizabeth St NYC,
2737,165 W 4th St NYC,
2738,35 5th Ave NYC,
2740,1585 3rd Ave NYC,
2742,12 E 77th St NYC,
2743,145 E 74th St NYC,
2744,N Dyckman St NYC,
2745,455 E 144th St NYC,
2746,686 Nereid Ave NYC,
2747,7701 New Utrecht Ave NYC,
2748,4116 14th Ave NYC,
2749,1140 44th St NYC,
2750,E Ralph Ave NYC,
2751,E Doscher St NYC,
2752,1784 Broadway NYC,
2753,W Havemeyer St NYC,
2754,8400 SHOREFRONT PKWY NYC,
2755,W 153rd St NYC,
2756,51-10 67th St NYC,
2757,108-22 72nd Ave NYC,
2758,37-40 Junction Blvd NYC,
2759,357 E 150 ST NYC,
2760,9712 REMSEN AVENUE NYC,
2761,313 VAN SICLEN AVE NYC,
2762,253 W 47th St NYC,
2763,525 E 82nd St NYC,
2764,922 Madison Ave NYC,
2765,2121 Frederick Douglass B NYC,
2766,1300 Clay Ave NYC,
2767,4379 White Plains Rd NYC,
2768,728 Avenue U NYC,
2769,290 Macdougal St NYC,
2770,343 Grand St NYC,
2771,694 Leonard St NYC,
2772,96-26 Hillside Ave NYC,
2773,60-83 Myrtle Ave NYC,
2774,36-04 36th Ave NYC,
2775,29-26 30th Ave NYC,
2776,8610 Roosevelt Ave NYC,
2777,42 New Dorp Plz South NYC,
2778,9051 63 RD NYC,
2779,976 MADISON ST NYC,
2780,764 E 231 ST NYC,
2781,85 Washington St NYC,
2782,325 Broadway NYC,
2783,S Warren St NYC,
2784,192 Broadway NYC,
2785,255 W 14th St NYC,
2786,90 Columbia St NYC,
2787,153 Avenue A NYC,
2788,30 E 18th St NYC,
2789,11 W 43rd St NYC,
2790,1130 Park Ave NYC,
2791,673 Madison Ave NYC,
2793,4732 Broadway NYC,
2794,W Exterior St NYC,
2795,2230 Prospect Ave NYC,
2796,2259 86th St NYC,
2797,917 Cortelyou Rd NYC,
2799,E 155th St NYC,
2800,188-21 Linden Blvd NYC,
2801,70-09 Austin St NYC,
2802,275 Church St NYC,
2803,98 2nd Ave NYC,
2804,501 7th Ave NYC,
2805,S W 86th St NYC,
2806,S W 88th St NYC,
2808,1620 Amsterdam Ave NYC,
2809,1541 Selwyn Ave NYC,
2810,1046 E 232nd St NYC,
2811,1018 Morris Park Ave NYC,
2812,1504 Avenue P NYC,
2813,1110 Flatbush Ave NYC,
2814,166 Hoyt St NYC,
2815,40-34 Main St NYC,
2816,16 Mercer St NYC,
2817,19 E 54th St NYC,
2818,115 E 54th St NYC,
2820,1299 1st Ave NYC,
2821,1412 Avenue M NYC,
2822,S Livonia Ave NYC,
2823,1057 Sterling Pl NYC,
2824,375 Jay St NYC,
2825,8450 117th St NYC,
2826,172-11 Jamaica Ave NYC,
2827,5-22 46th Ave NYC,
2828,39-23 Queens Blvd NYC,
2829,40-18 Bell Blvd NYC,
2830,32-71 41st St NYC,
2831,36 EAST 58 STREET NYC,
2832,209 MOORE ST NYC,
2834,18A W 14th St NYC,
2835,506 E 89th St NYC,
2837,1724 Madison Ave NYC,
2838,4180 Broadway NYC,
2839,W Fort George Hill NYC,
2840,1942 McDonald Ave NYC,
2841,86-16 5th Ave NYC,
2842,82 Church Ave NYC,
2843,634 Lexington Ave NYC,
2844,138-42 86th Ave NYC,
2845,30-64 90th St NYC,
2846,383 Clawson St NYC,
2847,206 W 21 ST NYC,
2848,118 Wooster St NYC,
2849,223 E 34th St NYC,
2850,1744 2nd Ave NYC,
2851,W 3rd Ave NYC,
2852,200 W 80th St NYC,
2853,1041 E 214th St NYC,
2854,1284 Givan Ave NYC,
2855,3258 Johnson Ave NYC,
2856,2272 E 19th St NYC,
2857,94-37 Rockaway Blvd NYC,
2858,142-08 45th Ave NYC,
2859,94-06 Roosevelt Ave NYC,
2860,114-06 Queens Blvd NYC,
2861,153-95 Rockaway Blvd NYC,
2862,14-45 31st Rd NYC,
2863,35-40 97th St NYC,
2864,37-41 82nd St NYC,
2865,187 Spring St NYC,
2866,40 E 9th St NYC,
2867,166 2nd Ave NYC,
2868,368 9th Ave NYC,
2869,104 E 25th St NYC,
2871,769 Flatbush Ave NYC,
2872,1005 Avenue K NYC,
2873,1423 Bedford Ave NYC,
2874,374 10th St NYC,
2875,256 Melrose St NYC,
2876,100 Henry St NYC,
2877,354 S 2nd St NYC,
2878,32 Taylor St NYC,
2879,83-26 164th Pl NYC,
2880,43-46 46th St NYC,
2881,94-52 Corona Ave NYC,
2882,E 38th St NYC,
2883,36-01 36th St NYC,
2884,E 33rd St NYC,
2885,51 E 73rd St NYC,
2886,215 W 76th St NYC,
2887,5218 3rd Ave NYC,
2888,476 Chauncey St NYC,
2889,1211 WHEELER AVENUE NYC,
2890,828 HERKIMER ST NYC,
2891,1471 E 173rd St NYC,
2892,2399 Grand Concourse NYC,
2893,69-06 Roosevelt Ave NYC,
2894,1364 Purdy St NYC,
2895,90-36 149th St NYC,
2896,1487 E 26th St NYC,
2897,62-67 110th St NYC,
2898,53 E Broadway NYC,
2899,1683 8th Ave NYC,
2900,721 E 5th St NYC,
2901,S Astoria Pk South NYC,
2902,9201 Shore Rd NYC,
2903,145 Java St NYC,
2904,11-16 Main Ave NYC,
2906,30-33 29th St NYC,
2907,S 89th St NYC,
2908,8407 Fort Hamilton Pkwy NYC,
2909,100 La Salle St NYC,
2910,2069 Walton Ave NYC,
2911,70 Amsterdam Ave NYC,
2912,21 E 82nd St NYC,
2913,90-19 148th St NYC,
2914,38 E 58th St NYC,
2915,2126 Grand Ave NYC,
2916,57-01 Waldron St NYC,
2917,130 Church St NYC,
2919,10 Park Pl NYC,
2920,34-12 38th St NYC,
2921,W 10th Ave NYC,
2922,450 W 17th St NYC,
2923,2126 CAMPUS ROAD NYC,
2925,336 W 13th St NYC,
2926,62 W 45th St NYC,
2928,2528 Broadway NYC,
2929,N W 220th St NYC,
2930,1947 Powell Ave NYC,
2931,2463 Tiebout Ave NYC,
2932,660 E 180th St NYC,
2933,1662 Cropsey Ave NYC,
2934,2169 Schenectady Ave NYC,
2935,269 Kingston Ave NYC,
2936,1226 Broadway NYC,
2937,4 Metrotech NYC,
2938,60-18 38th Ave NYC,
2939,35-43 166th St NYC,
2940,N 78th Cres NYC,
2941,105-10 Queens Blvd NYC,
2942,40-13 Broadway NYC,
2943,1672 86TH STREET NYC,
2944,170 Varick St NYC,
2945,216 W 14th St NYC,
2946,210 E 36th St NYC,
2947,43 E 58th St NYC,
2948,1936 3rd Ave NYC,
2949,950 Columbus Ave NYC,
2950,210 W 153rd St NYC,
2951,2477 Valentine Ave NYC,
2952,88 Bay 17th St NYC,
2953,420 E 21st St NYC,
2954,114 Stockton St NYC,
2955,37-53 62nd St NYC,
2956,43-23 Colden St NYC,
2957,63-62 Saunders St NYC,
2958,37-17 74th St NYC,
2959,164-12 85 AVE NYC,
2960,38-10 48TH AVE NYC,
2961,160 Pearl St NYC,
2962,133 Walker St NYC,
2963,410 E 14th St NYC,
2964,151 W 40th St NYC,
2965,944 Madison Ave NYC,
2966,250-254 W 82nd St NYC,
2967,30 W 63rd St NYC,
2968,2283 2nd Ave NYC,
2969,267 W 124th St NYC,
2970,601 W 142nd St NYC,
2971,2534 Creston Ave NYC,
2972,2408 OCEAN AVE NYC,
2973,232 Avenue V NYC,
2974,1323 E 16th St NYC,
2975,60 PRESIDENT ST NYC,
2976,368 Baltic St NYC,
2977,265 Ashland Pl NYC,
2978,N Broadway NYC,
2979,29-20 36th Ave NYC,
2980,42-16 43rd St NYC,
2981,851 E 158 STREET NYC,
2982,37 FIRST AVE NYC,
2983,710 E 134 ST NYC,
2984,39 Broadway NYC,
2985,99 University Pl NYC,
2986,69 Clinton St NYC,
2987,148 10th Ave NYC,
2988,N E 80th St NYC,
2989,333 E 103rd St NYC,
2990,885 W 103 ST NYC,
2992,10 E Kingsbridge Rd NYC,
2993,8650 Bay Pky NYC,
2994,15 Raleigh Pl NYC,
2995,1380 Linden Blvd NYC,
2996,223 Richmond St NYC,
2997,926 Manhattan Ave NYC,
2998,150 N 5th St NYC,
2999,135-17 40th Rd NYC,
3000,N 41st Ave NYC,
3001,213-05 39th Ave NYC,
3002,113 Greene St NYC,
3003,435 E 12th St NYC,
3005,413 E 90th St NYC,
3006,1285 2nd Ave NYC,
3007,1384 1st Ave NYC,
3008,505 W 162nd St NYC,
3009,1372 Metropolitan Ave NYC,
3010,1267 Virginia Ave NYC,
3011,2429 Arthur Ave NYC,
3012,1001 Quentin Rd NYC,
3013,W 23rd St NYC,
3014,89-01 Northern Blvd NYC,
3015,3463 BOSTON ROAD NYC,
3016,449 W 24th St NYC,
3017,119 E 60th St NYC,
3018,E Madison Ave NYC,
3019,E Columbus Ave NYC,
3020,201 W 132nd St NYC,
3021,E Andrews Ave NYC,
3022,148 E 174th St NYC,
3023,1916 Barnes Ave NYC,
3024,N 62nd St NYC,
3025,37 Hillel Pl NYC,
3026,40 39th St NYC,
3027,290 5th Ave NYC,
3028,347 Eastern Pky NYC,
3029,1180B Fulton St NYC,
3030,103 Freeman St NYC,
3031,108-40 BCD NYC,
3032,4075 Hylan Blvd NYC,
3033,130 W 54 ST NYC,
3034,1109 BRIGHTON BEACH AVE NYC,
3035,852 E TREMONT AVE NYC,
3036,75 Perry St NYC,
3037,N W 52nd St NYC,
3038,305 E 86th St NYC,
3039,109A W 78th St NYC,
3040,226 W 75th St NYC,
3041,E Clinton Ave NYC,
3042,1073 E 98th St NYC,
3043,571 Metropolitan Ave NYC,
3044,84 Withers St NYC,
3045,931 Onderdonk Ave NYC,
3046,E 110th St NYC,
3047,W Queens Blvd NYC,
3048,58-09 138th St NYC,
3049,W Ketcham St NYC,
3050,98-96 Queens Blvd NYC,
3051,E 78th Ave NYC,
3052,24-59 43rd St NYC,
3053,23-31 33rd Rd NYC,
3054,W 76th St NYC,
3055,3262 83rd St NYC,
3056,2270 59 ST NYC,
3057,111 E 58th St NYC,
3058,35 E 75th St NYC,
3059,2250 Broadway NYC,
3060,1581 Park Ave NYC,
3061,63-26 Austin St NYC,
3062,285 Mercer St NYC,
3063,206 Thompson St NYC,
3064,123 E 12th St NYC,
3065,S W 18th St NYC,
3066,N W 42nd St NYC,
3067,N W 44th St NYC,
3068,1316 1st Ave NYC,
3069,4 E 67th St NYC,
3070,112 W 76th St NYC,
3071,600 Columbus Ave NYC,
3072,N Ponton Ave NYC,
3073,2497 Webster Ave NYC,
3074,303 E 209th St NYC,
3075,2636 E 14th St NYC,
3076,1879 86th St NYC,
3077,E 43rd St NYC,
3078,621 59th St NYC,
3079,253 Utica Ave NYC,
3080,213 Duffield St NYC,
3081,175 Adams St NYC,
3082,33 Hausman St NYC,
3083,11-39 Beach Channel Dr NYC,
3084,8808 78th St NYC,
3085,W Whitestone Expy Svc NYC,
3086,136-08 38th Ave NYC,
3087,106-14 71st Ave NYC,
3088,63-64 108th St NYC,
3090,227 EAST 66TH STREET NYC,
3091,N Canal St NYC,
3092,860 Washington St NYC,
3093,144 4th Ave NYC,
3094,36 Lexington Ave NYC,
3095,18 W 54th St NYC,
3096,180 East End Ave NYC,
3097,222 Columbus Ave NYC,
3098,60 Manhattan Ave NYC,
3099,258 W 97th St NYC,
3100,121 DYCKMAN ST NYC,
3101,S E 165th St NYC,
3102,39 Bay 25th St NYC,
3103,865 71st St NYC,
3104,468 41st St NYC,
3105,373 Chauncey St NYC,
3106,150 Court St NYC,
3107,191 Willoughby St NYC,
3108,147-44 95th Ave NYC,
3109,W 106th St NYC,
3110,46-01 39th Ave NYC,
3111,29-10 30th St NYC,
3112,39-08 103rd St NYC,
3113,161 Port Richmond Ave NYC,
3114,72 Mercer St NYC,
3115,W 11th Ave NYC,
3116,128 E 58th St NYC,
3118,940 St Nicholas Ave NYC,
3119,578 W 183rd St NYC,
3120,2136 Westchester Ave NYC,
3121,2396 Valentine Ave NYC,
3122,E E Kingsbridge Rd NYC,
3123,5712 18th Ave NYC,
3124,295 St Marks Ave NYC,
3125,971 Willoughby Ave NYC,
3126,124 Eagle St NYC,
3127,63-19 39th Ave NYC,
3129,45-43 21ST STREET NYC,
3130,180 7th Ave S NYC,
3131,393 E 8th St NYC,
3132,2 W 14th St NYC,
3133,1592 2nd Ave NYC,
3134,188 E 64th St NYC,
3135,216 Fort Washington Ave NYC,
3136,S E 171st St NYC,
3137,2817 Barker Ave NYC,
3138,80 E 210th St NYC,
3139,996 Flatbush Ave NYC,
3140,276 12th St NYC,
3141,100 Berkeley Pl NYC,
3142,529 Gates Ave NYC,
3143,479 Atlantic Ave NYC,
3144,9250 175th St NYC,
3145,133-47 Roosevelt Ave NYC,
3146,221-84 Garland Dr NYC,
3147,21-07 31st St NYC,
3148,230 W 17th St NYC,
3149,S W 37th St NYC,
3152,1456 1st Ave NYC,
3153,2151 3rd Ave NYC,
3154,762 St Nicholas Ter NYC,
3155,1594 Westchester Ave NYC,
3156,1480 Thieriot Ave NYC,
3157,1959 Fowler Ave NYC,
3158,981 Allerton Ave NYC,
3159,1723 Bath Ave NYC,
3160,5220 New Utrecht Ave NYC,
3161,12 Gelston Ave NYC,
3162,408 8th Ave NYC,
3163,264 Hoyt St NYC,
3164,W George St NYC,
3166,32-10 30th Ave NYC,
3167,2199 LINDEN BLVD NYC,
3168,149 W 45th St NYC,
3169,41 Sterling Pl NYC,
3170,545 W 236th St NYC,
3171,189 7th Ave NYC,
3173,322 Central Park West NYC,
3174,28 E 18th St NYC,
3175,130 Wyckoff St NYC,
3176,W Concourse Village E NYC,
3177,119-17 101st Ave NYC,
3178,E 37th St NYC,
3179,N 66th St NYC,
3181,1309 BRISTOW ST NYC,
3182,1 E 57th St NYC,
3183,2 Gramercy Park West NYC,
3184,W W 5th St NYC,
3185,101 W 67th St NYC,
3186,683 EAST 3RD NYC,
3187,316 E 104 STREET NYC,
3188,116 Crosby St NYC,
3190,14 E 51st St NYC,
3191,N E 84th St NYC,
3192,421 E 116th St NYC,
3193,W Park Terrace West NYC,
3194,W Metropolitan Ave NYC,
3195,759 Mace Ave NYC,
3196,330 E 196th St NYC,
3197,2233 Nostrand Ave NYC,
3198,W Meeker Ave NYC,
3200,60-05 Myrtle Ave NYC,
3201,124-09 Liberty Ave NYC,
3202,45-45 47th St NYC,
3203,81-06 Baxter Ave NYC,
3204,673 8 AVE NYC,
3205,1671 BEDFORD AVE NYC,
3206,104 WEST 144 STREET NYC,
3207,113 Elizabeth St NYC,
3208,885 10th Ave NYC,
3209,229 W 71st St NYC,
3210,265 W 72nd St NYC,
3212,S Hunts Point Ave NYC,
3213,899 Teller Ave NYC,
3214,88 E 167th St NYC,
3215,111 E 164th St NYC,
3216,3131 Westchester Ave NYC,
3217,2467 Jerome Ave NYC,
3218,816 Avenue U NYC,
3219,4607 18th Ave NYC,
3220,113 5th Ave NYC,
3221,244 Madison St NYC,
3222,E Park Ave NYC,
3223,810 HUMBOLDT ST NYC,
3224,N N 5th St NYC,
3225,60-45 Woodhaven Blvd NYC,
3226,67-11 161st St NYC,
3227,W 33rd St NYC,
3228,34-64 HILLSIDE AVE NYC,
3231,345 Bleecker St NYC,
3233,239 7th Ave NYC,
3235,537 E 81st St NYC,
3236,212 W 75th St NYC,
3237,318 E 149th St NYC,
3238,621 Courtlandt Ave NYC,
3239,1430 Cromwell Ave NYC,
3240,788 Morris Park Ave NYC,
3241,2875 Sedgwick Ave NYC,
3242,1374 E 26th St NYC,
3243,1280 Croton Loop NYC,
3244,83-16 116th St NYC,
3246,31-15 33rd St NYC,
3247,32-53 60th St NYC,
3248,764 55TH ST NYC,
3249,381 W Broadway NYC,
3250,123 Madison St NYC,
3251,E University Pl NYC,
3252,507 W 28th St NYC,
3254,190 Mercer St NYC,
3255,320 E 23rd St NYC,
3256,496 W 133rd St NYC,
3257,609 W 174th St NYC,
3258,740 W 181st St NYC,
3259,3769 10th Ave NYC,
3260,114 E 188th St NYC,
3261,137 E Gun Hill Rd NYC,
3262,2523 Davidson Ave NYC,
3263,234 Moffat St NYC,
3264,165 Court St NYC,
3265,39 Skillman Ave NYC,
3266,212-23 Jamaica Ave NYC,
3267,N 55th Dr NYC,
3268,4125 70th St NYC,
3269,25-24 Crescent St NYC,
3270,202 Centre St NYC,
3271,61 Morton St NYC,
3272,179 Ludlow St NYC,
3273,208 E 6th St NYC,
3274,407 E 28th St NYC,
3275,308 E 38th St NYC,
3276,E York Ave NYC,
3277,1145 Park Ave NYC,
3278,1278 3rd Ave NYC,
3279,341 E 79th St NYC,
3280,340 E 64th St NYC,
3281,107 E 125th St NYC,
3282,214 W 116th St NYC,
3283,3804 Broadway NYC,
3284,225 E 149th St NYC,
3285,1306 Southern Blvd NYC,
3286,1110 Shore Dr NYC,
3287,1476 Ovington Ave NYC,
3288,1722 Union St NYC,
3289,375 Union St NYC,
3290,E Bedford Ave NYC,
3291,470 Hudson Ave NYC,
3292,218-25 Jamaica Ave NYC,
3293,58-43 Waldron St NYC,
3294,63-55 Wetherole St NYC,
3295,454 W 25th St NYC,
3297,732 E 233rd St NYC,
3298,5249 Broadway NYC,
3299,333 E 206th St NYC,
3300,2486 Morris Ave NYC,
3301,N W 31st St NYC,
3302,2901 Campus Rd NYC,
3304,576 Lafayette Ave NYC,
3305,25 Elm Pl NYC,
3306,248 McKibbin St NYC,
3308,72-35 43rd Ave NYC,
3309,24-25 38th St NYC,
3310,4 W 130 STREET NYC,
3312,244 Elizabeth St NYC,
3313,356 W 18th St NYC,
3314,105 E 24th St NYC,
3315,186 Dyckman St NYC,
3316,1050 Carroll Pl NYC,
3317,4922 13th Ave NYC,
3318,847 EMPIRE BLVD NYC,
3319,679 Classon Ave NYC,
3320,808 Myrtle Ave NYC,
3322,10-27 44th Ave NYC,
3323,147-03 Northern Blvd NYC,
3324,32-63 37th St NYC,
3325,35-37 Junction Blvd NYC,
3326,110-11 Astoria Blvd NYC,
3327,144 FULTON ST NYC,
3328,204 Bowery NYC,
3330,321 W 44th St NYC,
3331,1429 3rd Ave NYC,
3334,1864 Adam Clayton Powell NYC,
3335,3262 Westchester Ave NYC,
3336,1530 Metropolitan Ave NYC,
3337,4403 13th Ave NYC,
3338,485 Clinton St NYC,
3339,50 Newel St NYC,
3340,44-14 Newtown Rd NYC,
3341,3 Spruce St NYC,
3342,370 W 58th St NYC,
3344,480 Lenox Ave NYC,
3345,823 Faile St NYC,
3346,1171 Leland Ave NYC,
3347,5514 6th Ave NYC,
3348,9506 4th Ave NYC,
3349,2112 Dorchester Rd NYC,
3350,80-12 Roosevelt Ave NYC,
3351,30-22 Steinway St NYC,
3352,39-11 104th St NYC,
3353,85 FAIRVIEW AVE NYC,
3354,519 EASTERN PARKWAY NYC,
3355,333 W 34th St NYC,
3357,1534 3rd Ave NYC,
3358,50 E 98th St NYC,
3359,2199 Westchester Ave NYC,
3360,8804 3rd Ave NYC,
3361,1147 Carroll St NYC,
3362,92 E 98th St NYC,
3363,419 13th St NYC,
3364,185 Plymouth St NYC,
3365,104 Berry St NYC,
3366,1621 Summerfield St NYC,
3367,877 PARK AVENUE NYC,
3368,29-06 30th Ave NYC,
3369,37 W 26th St NYC,
3370,274 W 40th St NYC,
3371,S E 189th St NYC,
3372,735 E Tremont Ave NYC,
3374,264 17th St NYC,
3375,112 8th St NYC,
3376,32 Lorimer St NYC,
3377,139-07 72nd Rd NYC,
3378,40-06 Queens Blvd NYC,
3379,41-31 39th St NYC,
3380,S 24th Ave NYC,
3381,N Hendricks Ave NYC,
3382,4823 8TH AVE NYC,
3383,2280 RANDALL AVE NYC,
3384,1065 SUMMIT AVE NYC,
3385,24 Orchard St NYC,
3386,4 E 60th St NYC,
3387,200 E 78th St NYC,
3388,527 Amsterdam Ave NYC,
3389,610 W 58th St NYC,
3390,239 W 63rd St NYC,
3391,2508 Broadway NYC,
3392,3450 Broadway NYC,
3393,1523 St Nicholas Ave NYC,
3394,1446 Olmstead Ave NYC,
3395,111 E 172nd St NYC,
3396,301 Oriental Blvd NYC,
3397,5719 Flatlands Ave NYC,
3398,1215 Ocean Ave NYC,
3399,5403 6th Ave NYC,
3400,43 Washington St NYC,
3401,N Front St NYC,
3402,680 Bedford Ave NYC,
3403,108-22 63rd Rd NYC,
3404,27-01 23rd Ave NYC,
3405,91-10 31st Ave NYC,
3406,83 IRVING AVE NYC,
3407,4 Prince St NYC,
3408,108 E 17th St NYC,
3411,1382 Lexington Ave NYC,
3412,111 W 67th St NYC,
3413,330 Lenox Ave NYC,
3415,1950 Bedford Ave NYC,
3416,1354 Willoughby Ave NYC,
3417,61-09 Caldwell Ave NYC,
3418,58-11 70th Ave NYC,
3419,E Hunter St NYC,
3420,213-47 39th Ave NYC,
3421,31-68 47th St NYC,
3422,196 SHERIDAN AVE NYC,
3423,113 East Mount Eden Ave NYC,
3424,118 WEST 112 ST NYC,
3425,E 131st St NYC,
3426,57 Prince St NYC,
3427,395 Bleecker St NYC,
3428,84 Wooster St NYC,
3429,901 Walton Ave NYC,
3430,1303 Cross Bay Blvd NYC,
3431,450 W 24th St NYC,
3432,1481 1st Ave NYC,
3433,105-47 63rd Dr NYC,
3435,1976 2nd Ave NYC,
3437,411 E 76th St NYC,
3438,1175 Fulton St NYC,
3439,966 Prospect Ave NYC,
3440,W Cloverdale Blvd NYC,
3441,108-25 72nd Ave NYC,
3442,1671 President St NYC,
3443,68 Jay St NYC,
3444,162-23 Depot Rd NYC,
3445,130-07 59th Ave NYC,
3446,723 E 13th St NYC,
3447,425 PROSPECT AVE NYC,
3448,18 W 38th St NYC,
3449,4 Columbus Ave NYC,
3451,35-50 38th St NYC,
3452,84-17 Roosevelt Ave NYC,
3453,808 Ditmas Ave NYC,
3454,510 W 45th St NYC,
3456,134 Throop Ave NYC,
3457,3514 Flatlands Ave NYC,
3458,143 Spring St NYC,
3459,667 Madison Ave NYC,
3460,20 Renwick St NYC,
3462,659 Hancock St NYC,
3463,42 Broadway NYC,
3464,123 PARK AVE NYC,
3465,31 GARDEN ST NYC,
3466,40 DIVISION ST NYC,
3467,99 LAFAYETTE AVE NYC,
3469,2430 E 11th St NYC,
3470,S 21st Ave NYC,
3471,1810 Flatbush Ave NYC,
3472,671 E 29th St NYC,
3473,20 Winthrop St NYC,
3474,N Newkirk Ave NYC,
3475,2120 Atlantic Ave NYC,
3476,W Hart St NYC,
3477,280 Livingston St NYC,
3478,674 Fulton St NYC,
3479,172 Havemeyer St NYC,
3481,W 149th St NYC,
3482,27-47 Crescent St NYC,
3483,365 KNICKERBOCKER AVE NYC,
3484,155 1st Ave NYC,
3485,981 LEXINGTON AVE NYC,
3486,110 Claremont Ave NYC,
3487,282 W 151st St NYC,
3488,567 W 170th St NYC,
3489,3686 Broadway NYC,
3490,2180 Holland Ave NYC,
3491,2919 Avenue K NYC,
3492,4724 New Utrecht Ave NYC,
3493,320 Flatbush Ave NYC,
3494,142 Palmetto St NYC,
3495,20 Jay St NYC,
3496,N Division Ave NYC,
3497,28-49 41st St NYC,
3498,W 1st Ave NYC,
3499,S E 6th St NYC,
3500,81 Irving Pl NYC,
3501,456 W 44th St NYC,
3502,70 E 77th St NYC,
3503,158 W 72nd St NYC,
3504,272 E 151st St NYC,
3505,2038 Atlantic Ave NYC,
3506,156 Spencer St NYC,
3507,917 Fulton St NYC,
3508,145-07 95th Ave NYC,
3509,47-01 Barnett Ave NYC,
3510,199 Water St NYC,
3511,209 Bowery NYC,
3512,64 University Pl NYC,
3513,170 Allen St NYC,
3514,444 Madison Ave NYC,
3515,964 3rd Ave NYC,
3516,E 3rd Ave NYC,
3517,795 Columbus Ave NYC,
3518,446 E 149th St NYC,
3519,88 Hugh J Grant Cir NYC,
3520,2726 E Tremont Ave NYC,
3521,4623 Park Ave NYC,
3522,727 Allerton Ave NYC,
3523,8733 21st Ave NYC,
3524,720 Classon Ave NYC,
3525,15 Lawton St NYC,
3526,137 Joralemon St NYC,
3527,N Seneca Ave NYC,
3528,84-32 164th St NYC,
3530,12-21 Astoria Blvd NYC,
3531,W 32nd St NYC,
3532,121 Mac Dougal St NYC,
3533,413 W 16th St NYC,
3534,1440 Metropolitan Ave NYC,
3535,2331 Hughes Ave NYC,
3536,283 Neptune Ave NYC,
3537,1564 W 10th St NYC,
3538,931 Flatbush Ave NYC,
3539,109 Wortman Ave NYC,
3540,117 Park Pl NYC,
3542,458 6th Ave NYC,
3543,87-74 150th St NYC,
3544,N Rockaway Blvd NYC,
3545,42-25 Forley St NYC,
3546,38-16 12th St NYC,
3547,39-08 24th St NYC,
3548,E 47th St NYC,
3549,1982 CROTONA PKWY NYC,
3550,350 Broadway NYC,
3551,507 W 40th St NYC,
3552,519 8th Ave NYC,
3554,159 E Gun Hill Rd NYC,
3555,656 E 222nd St NYC,
3556,98 W 183rd St NYC,
3557,549 Myrtle Ave NYC,
3558,126-10 Jamaica Ave NYC,
3559,141-61 33rd Ave NYC,
3560,113-03 Queens Blvd NYC,
3561,450 FLATBUSH AVE NYC,
3562,9 Bond St NYC,
3563,S E 11th St NYC,
3564,420 Madison Ave NYC,
3565,1180 Madison Ave NYC,
3566,23 E 67th St NYC,
3568,2120 Mapes Ave NYC,
3569,1080 Morris Park Ave NYC,
3570,E W 12th St NYC,
3571,4408 8th Ave NYC,
3572,307 Smith St NYC,
3573,N Berkeley Pl NYC,
3574,889 Marcy Ave NYC,
3575,543 Hart St NYC,
3576,922 Manhattan Ave NYC,
3577,914 Lorimer St NYC,
3578,39-05 61st St NYC,
3579,113-02 Queens Blvd NYC,
3580,28-05 Astoria Blvd NYC,
3581,38-11 27th St NYC,
3582,2305 AVE K NYC,
3583,30 3rd Ave NYC,
3584,42 W 33rd St NYC,
3585,441 Lexington Ave NYC,
3586,1 E 53rd St NYC,
3588,425 E 85th St NYC,
3589,157 E 84th St NYC,
3590,210 W 94th St NYC,
3591,131 W 120th St NYC,
3592,904 Kings Hwy NYC,
3593,9263 4th Ave NYC,
3594,193 Columbia St NYC,
3595,81-25 Broadway NYC,
3596,S W 33rd St NYC,
3597,N E 89th St NYC,
3599,1623 3rd Ave NYC,
3601,1349 St Nicholas Ave NYC,
3602,S W 196th St NYC,
3603,S E 149th St NYC,
3604,3402 Jerome Ave NYC,
3605,W 115th St NYC,
3606,84-38 127th St NYC,
3607,N 90th Ave NYC,
3608,158-06 Cross Bay Blvd NYC,
3609,135-41 37th Ave NYC,
3610,86-22 Roosevelt Ave NYC,
3611,30-80 32nd St NYC,
3612,97 02 JAMAICA AVENUE NYC,
3613,2459 FREDRICK DOUGLAS BLV NYC,
3614,4560 BULLARD AVE NYC,
3615,55 Liberty St NYC,
3616,98 E Broadway NYC,
3617,15 Division St NYC,
3618,83 Mott St NYC,
3619,N Washington Pl NYC,
3620,302 W 47th St NYC,
3622,2167 University Ave NYC,
3623,3520 Dekalb Ave NYC,
3624,E 68th St NYC,
3625,W E 13th St NYC,
3626,1242 Flatbush Ave NYC,
3627,1514 President St NYC,
